station,lat,lon,station_name_pinyin,station_name_zh,station_name_en,city_pinyin,city_zh,city_en,region,province
2665A,33.3261,105.0822,hànwángzhèngùshǔizǐ,汉王镇固水子,Hanwang Town Gushuizi,lǒngnán,陇南,Longnan,Mainland China,Gansu
2666A,33.38588,104.92195,shìlínyèjú,市林业局,Municipal Forestry Bureau,lǒngnán,陇南,Longnan,Mainland China,Gansu
2667A,35.6039,103.2139,huánbǎojú,环保局,Environmental Protection Agency,línxiàzhōu,临夏州,Linxia,Mainland China,Gansu
2668A,35.5997,103.2064,zhōuwěidǎngxiào,州委党校,State Party School,línxiàzhōu,临夏州,Linxia,Mainland China,Gansu
2669A,35.0003,102.905,jiāncèzhàn,监测站,GHG monitoring,gānnánzhōu,甘南州,Gannan,Mainland China,Gansu
2670A,36.4997,102.1086,píngānxiàn,平安县,Ping’an County,hǎidōngdìqū,海东地区,Haidong Prefecture,Mainland China,Qinghai
2671A,36.9639,100.9048,hǎiyànxiànxīhǎizhèn,海晏县西海镇,"Xihai Town, Haishu County",hǎiběizhōu,海北州,Haibei,Mainland China,Qinghai
2672A,35.5102,102.0199,tóngrénxiànlóngwùzhèn,同仁县隆务镇,"Longwu Town, Tongren County",huángnánzhōu,黄南州,Huangnan,Mainland China,Qinghai
2673A,36.2866,100.6188,gònghéxiànqiàbǔqiàzhèn,共和县恰卜恰镇,"Chabucha Town, Gonghe County",hǎinánzhōu,海南州,Hainan,Mainland China,Qinghai
2674A,34.4714,100.2561,mǎqìnxiàndàwǔzhèn,玛沁县大武镇,"Dawu Town, Malang County",guǒluòzhōu,果洛州,Guoluo,Mainland China,Qinghai
2675A,33.0014,97.0,yùshùxiànjiégǔzhèn,玉树县结古镇,"Jiegu Town, Yushu County",yùshùzhōu,玉树州,Yushu Prefecture,Mainland China,Qinghai
2676A,37.3753,97.3731,délìnghāshì,德令哈市,Delingha,hǎixīzhōu,海西州,Haixi,Mainland China,Qinghai
2677A,37.9648,106.1532,jiàoyùyuánqū,教育园区,Education park,wúzhōng,吴忠,Wu Zhong,Mainland China,Ningxia Hui
2678A,37.9844,106.2025,gāojízhōngxué,高级中学,Higher Secondary Schools,wúzhōng,吴忠,Wu Zhong,Mainland China,Ningxia Hui
2679A,37.9723,106.196,xīnqūèrbèngzhàn,新区二泵站,New District Second Pumping Station,wúzhōng,吴忠,Wu Zhong,Mainland China,Ningxia Hui
2680A,37.4514,105.0197,shāpōtóuxiāofángzhàn,沙坡头消防站,Shapotou Fire Station,zhōngwèi,中卫,Zhongwei,Mainland China,Ningxia Hui
2681A,37.0172,105.18,guānqiáozhàn,官桥站,Guanqiao Station,zhōngwèi,中卫,Zhongwei,Mainland China,Ningxia Hui
2682A,37.5002,105.1971,huánbǎojúzhàn,环保局站,EPA Station,zhōngwèi,中卫,Zhongwei,Mainland China,Ningxia Hui
2683A,36.1417,106.2319,mǎyuán,马园,Horse garden,gùyuán,固原,Guyuan,Mainland China,Ningxia Hui
2684A,36.0022,106.2792,jiāncèzhàn,监测站,GHG monitoring,gùyuán,固原,Guyuan,Mainland China,Ningxia Hui
2685A,36.0211,106.2375,xīnqū,新区,New Section,gùyuán,固原,Guyuan,Mainland China,Ningxia Hui
2686A,42.9409,89.191,shìhuánbǎojú,市环保局,municipal environmental protection Bureau,tǔlǔfāndìqū,吐鲁番地区,Turpan Prefecture,Mainland China,Xinjiang Uygur
2687A,42.9559,89.1673,dìqūhuánbǎojú,地区环保局,Regional Environmental Protection Agency,tǔlǔfāndìqū,吐鲁番地区,Turpan Prefecture,Mainland China,Xinjiang Uygur
2688A,42.8172,93.5128,dìqūjiāncèzhàn,地区监测站,Regional monitoring station,hāmìdìqū,哈密地区,Hami Prefecture,Mainland China,Xinjiang Uygur
2689A,42.8328,93.4961,hāmìshīfànxuéxiào,哈密师范学校,Hami Normal School,hāmìdìqū,哈密地区,Hami Prefecture,Mainland China,Xinjiang Uygur
2690A,44.1564,87.9897,tiānshāntiānchí,天山天池,Tianshan Tianchi,chāngjízhōu,昌吉州,Changji,Mainland China,Xinjiang Uygur
2691A,44.0114,87.2997,zhōujiāncèzhàn,州监测站,State monitoring station,chāngjízhōu,昌吉州,Changji,Mainland China,Xinjiang Uygur
2692A,44.0297,87.2717,xīnqūzhèngwùzhōngxīn,新区政务中心,New District Administration Center,chāngjízhōu,昌吉州,Changji,Mainland China,Xinjiang Uygur
2693A,44.9079,82.0485,bólèshìxījiāoqū,博乐市西郊区,West suburb of Bole City,bózhōu,博州,Bozhou,Mainland China,Xinjiang Uygur
2694A,44.8969,82.0806,shìhuánbǎojú,市环保局,municipal environmental protection Bureau,bózhōu,博州,Bozhou,Mainland China,Xinjiang Uygur
2695A,41.1636,80.2828,diànshìtái,电视台,Television station,ākèsūdìqū,阿克苏地区,Aksu Prefecture,Mainland China,Xinjiang Uygur
2696A,41.1933,80.2956,yìzhúzhōngxīn,艺术中心,art Center,ākèsūdìqū,阿克苏地区,Aksu Prefecture,Mainland China,Xinjiang Uygur
2697A,39.7153,76.1861,shìrénmínzhèngfǔ,市人民政府,Municipal people&#39;s government,kèzhōu,克州,Kezhou,Mainland China,Xinjiang Uygur
2699A,39.4699,75.9771,wúbàn,吾办,I do,kāshídìqū,喀什地区,Kashgar Prefecture,Mainland China,Xinjiang Uygur
2700A,39.4365,75.9435,shìhuánjìngjiāncèzhàn,市环境监测站,City Environmental Monitoring Station,kāshídìqū,喀什地区,Kashgar Prefecture,Mainland China,Xinjiang Uygur
2701A,37.1152,79.9485,dìqūzhàn,地区站,Regional station,hétiándìqū,和田地区,Hetian Prefecture,Mainland China,Xinjiang Uygur
2702A,37.1013,79.9117,gǔjiāngbāgéxiāngyuànnèi,古江巴格乡院内,Gujiang Baga Township,hétiándìqū,和田地区,Hetian Prefecture,Mainland China,Xinjiang Uygur
2703A,43.9404,81.2815,shìhuánbǎojú,市环保局,municipal environmental protection Bureau,yīlíhāsàkèzhōu,伊犁哈萨克州,Ili Kazakh,Mainland China,Xinjiang Uygur
2704A,43.895,81.2867,xīnzhèngfǔpiànqū,新政府片区,New government area,yīlíhāsàkèzhōu,伊犁哈萨克州,Ili Kazakh,Mainland China,Xinjiang Uygur
2705A,43.941,81.3364,dìèrshǔichǎng,第二水厂,Second water plant,yīlíhāsàkèzhōu,伊犁哈萨克州,Ili Kazakh,Mainland China,Xinjiang Uygur
2706A,46.7432,82.9994,dōngménwàixiǎoyóuyuán,东门外小游园,Small amusement park outside the East Gate,tǎchéngdìqū,塔城地区,Tacheng Prefecture,Mainland China,Xinjiang Uygur
2707A,47.9047,88.1214,xiǎodōnggōu,小东沟,Xiaodonggou,ālètàidìqū,阿勒泰地区,Altay Prefecture,Mainland China,Xinjiang Uygur
2708A,47.8515,88.1267,shìzhàn,市站,City station,ālètàidìqū,阿勒泰地区,Altay Prefecture,Mainland China,Xinjiang Uygur
2709A,44.2967,86.0497,àiqīngshīgēguǎn,艾青诗歌馆,Ai Qing Poetry Hall,shíhézǐ,石河子,Shihezi,Mainland China,Xinjiang Uygur
2710A,44.3075,86.0697,yángguāngxuéxiào,阳光学校,Sunshine school,shíhézǐ,石河子,Shihezi,Mainland China,Xinjiang Uygur
2711A,44.1756,87.5475,nóngshǔidàshà,农水大厦,Agricultural water building,wǔjiāqú,五家渠,Wujiaqu,Mainland China,Xinjiang Uygur
2304A,33.6481,116.9765,jiāncèlóu,监测楼,Monitoring building,sùzhōu,宿州,Suzhou,Mainland China,Anhui
2492A,28.2558,109.6414,yuèjìnshǔikù,跃进水库,Yuejin Reservoir,xiāngxīzhōu,湘西州,Xiangxi,Mainland China,Hunan
2496A,23.475,111.3178,yúngàixiǎoxué,云盖小学,Yungai Primary School,wúzhōu,梧州,Zhangzhou,Mainland China,Guangxi
2514A,24.4175,111.5269,huánbǎoxiǎoqū,环保小区,Environmental protection community,hèzhōu,贺州,Hezhou,Mainland China,Guangxi
2698A,39.5371,75.9828,xúnjǐngdàdùi,巡警大队,Patrol battalion,kāshídìqū,喀什地区,Kashgar Prefecture,Mainland China,Xinjiang Uygur
2320A,25.4552,119.0018,fǔtiánshìjiāncèzhàn,莆田市监测站,Putian City Monitoring Station,fǔtián,莆田,Putian,Mainland China,Fujian
2322A,25.3214,119.1015,xìuyǔqūzhèngfǔ,秀屿区政府,Xiuyu District Government,fǔtián,莆田,Putian,Mainland China,Fujian
2201A,46.0756,121.9462,kēyòuqiánqíhuánbǎojú,科右前旗环保局,Keyouqianqi Environmental Protection Bureau,xīngānméng,兴安盟,Hinggan League,Mainland China,Nei Mongol
2321A,25.4556,119.1117,hánjiāngqūlìuzhōng,涵江区六中,Hanjiang District Liuzhong,fǔtián,莆田,Putian,Mainland China,Fujian
2493A,28.3169,109.7325,zhōuzhèngfǔ,州政府,State Govt.,xiāngxīzhōu,湘西州,Xiangxi,Mainland China,Hunan
2622A,31.1278,97.1804,chāngdūjiāncèzhàn,昌都监测站,Changdu Monitoring Station,chāngdūdìqū,昌都地区,Qamdo Prefecture,Mainland China,Xizang
2638A,38.3344,109.7414,hóngshíxiásēnlíngōngyuán　,红石峡森林公园　,Red Rock Gorge Forest Park,yúlín,榆林,Yulin,Mainland China,Shaanxi
2835A,26.567,101.7227,sìshízhōngxiǎo,四十中小,Forty small and medium,pānzhīhuā,攀枝花,Panzhihua,Mainland China,Sichuan
2842A,24.5058,118.0936,húlǐzhōngxué,湖里中学,Huli Middle School,shàmén,厦门,Xiamen,Mainland China,Fujian
2845A,36.1912,113.1569,déshèngyuàn,德盛苑,Desheng Court,chángzhì,长治,Changzhi,Mainland China,Shanxi
2846A,23.1323,113.3208,tǐyùxī,体育西,Sports west,guǎngzhōu,广州,Guangzhou,Mainland China,Guangdong
1447A,26.5495,106.6867,tàicíqiáo,太慈桥,Taici Bridge,gùiyáng,贵阳,Guiyang,Mainland China,Guizhou
1190A,31.56,120.294,cáozhāng,曹张,Cao Zhang,wúxí,无锡,Wuxi,Mainland China,Jiangsu
2858A,39.2474,117.7918,héxīyījīnglù,河西一经路,Hexi Yijing Road,tiānjīn,天津,Tianjin,Mainland China,Tianjin
2859A,38.9846,117.3747,jīngūlù,津沽路,Jinyu Road,tiānjīn,天津,Tianjin,Mainland China,Tianjin
2860A,39.0845,117.1589,bīnshǔixīdào,宾水西道,Binshui West Road,tiānjīn,天津,Tianjin,Mainland China,Tianjin
2862A,38.03777778,114.54805559999998,22zhōngnánxiàoqū,22中南校区,22 Central South Campus,shíjiāzhuāng,石家庄,Shijiazhuang,Mainland China,Hebei
2865A,37.68277778,112.7194444,yúcìsānzhōng,榆次三中,Yuci III,jìnzhōng,晋中,Jinzhong,Mainland China,Shanxi
2866A,35.04388889,111.0522222,wàitānshǒufǔ,外滩首府,Bund capital,yùnchéng,运城,Yuncheng,Mainland China,Shanxi
2867A,37.51,111.12833329999998,mǎmàozhuāngxiǎoxué,马茂庄小学,Ma Maozhuang Primary School,lv̌liáng,吕梁,Lu Liang,Mainland China,Shanxi
2868A,43.95305556,126.4738889,jǐuzhàn,九站,Nine stations,jílín,吉林,Jilin,Mainland China,Jilin
2869A,32.41361,119.458,wǔtáishānyìyuàn,五台山医院,Wutaishan Hospital,yángzhōu,扬州,Yangzhou,Mainland China,Jiangsu
2870A,32.18888889,119.43694440000002,shìjíkòngzhōngxīn,市疾控中心,City CDC,zhènjiāng,镇江,Zhenjiang,Mainland China,Jiangsu
2871A,29.90166667,121.6147222,wànlǐguójìxuéxiào,万里国际学校,Wanli International School,níngbō,宁波,Ningbo,Mainland China,Zhejiang
2872A,30.7525,120.7844444,nánhúqūcánlián,南湖区残联,Nanhu District Disabled Persons&#39; Federation,jiāxīng,嘉兴,Jiaxing,Mainland China,Zhejiang
2873A,30.89556,120.0875,rénhuángshānxīnqū,仁皇山新区,Renhuangshan New District,húzhōu,湖州,Huzhou,Mainland China,Zhejiang
2874A,32.64600333,117.04116670000002,yìyìrǔyègōngyèyuán,益益乳业工业园,Yiyi Dairy Industrial Park,huáinán,淮南,Huainan,Mainland China,Anhui
2875A,32.88922222,115.7838889,fùyángzhíyèjìzhúxuéyuàn,阜阳职业技术学院,Puyang Vocational and Technical College,fùyáng,阜阳,Fuyang,Mainland China,Anhui
2876A,36.7339,119.0841,yòutèjiàoshīfàn,幼特教师范,Young teacher,wéifāng,潍坊,Weifang,Mainland China,Shandong
2877A,36.6525,119.1638,fāngzǐyóuzhèng,坊子邮政,Fangzi Post,wéifāng,潍坊,Weifang,Mainland China,Shandong
2878A,36.4343,116.0072,liáodàdōngxiào,聊大东校,Liao Dadong School,liáochéng,聊城,Liaocheng,Mainland China,Shandong
2880A,30.65638889,104.0238889,dàshíxīlù,大石西路,Dashi West Road,chéngdū,成都,Chengdu,Mainland China,Sichuan
2881A,26.53111111,107.89083329999998,kǎilǐxuéyuàn,凯里学院,Carey College,qiándōngnánzhōu,黔东南州,Southeastern Guizhou,Mainland China,Guizhou
2882A,24.3702,102.5389,yùxīyīzhōng,玉溪一中,Yuxi Yizhong,yùxī,玉溪,Yuxi,Mainland China,Yunnan
2883A,24.339,102.5381,wéntǐzhōngxīn,文体中心,Literary center,yùxī,玉溪,Yuxi,Mainland China,Yunnan
2884A,39.79777778,98.26722222,jǐugāngbīnguǎn,酒钢宾馆,Jiugang Hotel,jiāyùguān,嘉峪关,Jiayuguan,Mainland China,Gansu
2885A,33.38256667,104.9338889,bīnjiāngzhōngxué,滨江中学,Binjiang Middle School,lǒngnán,陇南,Longnan,Mainland China,Gansu
2897A,41.7347,123.2444,shěnliáoxīlù,沈辽西路,Shenyang West Road,shěnyáng,沈阳,Shenyang,Mainland China,Liaoning
2900A,41.9086,123.5953,yùnónglù,裕农路,Yu Nong Road,shěnyáng,沈阳,Shenyang,Mainland China,Liaoning
2902A,30.4865,106.6351,běichénxiǎoxué,北辰小学,Beichen Primary School,guǎngān,广安,Guang&#39;an,Mainland China,Sichuan
2907A,30.8596,120.1844,wúxīngqū,吴兴区,Wuxing District,húzhōu,湖州,Huzhou,Mainland China,Zhejiang
2914A,31.87888889,106.7513889,sūshānpíng,苏山坪,Sushanping,bāzhōng,巴中,Bazhong,Mainland China,Sichuan
2915A,31.85805556,106.76194440000002,zhíyèzhōngxué,职业中学,Secondary in total,bāzhōng,巴中,Bazhong,Mainland China,Sichuan
2916A,30.66,117.49,lǎogānbùjú,老干部局,Old cadre bureau,chízhōu,池州,Chizhou,Mainland China,Anhui
2919A,39.5453,116.7022,héběigōngyèdàxué,河北工业大学,Hebei University of Technology,lángfāng,廊坊,Langfang,Mainland China,Hebei
2920A,24.506,117.7116,lántiánzhèn,蓝田镇,Lantian Town,zhāngzhōu,漳州,Zhangzhou,Mainland China,Fujian
2921A,30.0033,120.7789,shùxiàwángzhàn,树下王站,Shuxiawang Station,shàoxīng,绍兴,Shaoxing,Mainland China,Zhejiang
2922A,39.1067,117.1941,dàlǐdào,大理道,Dali Road,tiānjīn,天津,Tianjin,Mainland China,Tianjin
2923A,40.1114,113.2803,gōngpáishǔigōngsī,供排水公司,Water supply and drainage company,dàtóng,大同,Datong,Mainland China,Shanxi
2924A,38.44139000000001,106.2275,shǔixiānglù(zhíguǎnzhàn),水乡路(直管站),Shuixiang Road (straight tube station),yínchuān,银川,Yinchuan,Mainland China,Ningxia Hui
2925A,38.4841,106.2739,shànghǎidōnglù,上海东路,Shanghai East Road,yínchuān,银川,Yinchuan,Mainland China,Ningxia Hui
2926A,38.49494,106.1024,wénchāngběijiē,文昌北街,Wenchang North Street,yínchuān,银川,Yinchuan,Mainland China,Ningxia Hui
2929A,30.4519,114.8858,hóngwèilù,红卫路,Hongwei Road,huánggāng,黄冈,Huanggang,Mainland China,Hubei
2994A,29.1128,119.6533,wǔjǐngzhīdùi,武警支队,Armed police detachment,jīnhuá,金华,Jinhua,Mainland China,Zhejiang
2996A,33.965,118.283,shìgōngdiànjú,市供电局,City Power Supply Bureau,sùqiān,宿迁,Suqian,Mainland China,Jiangsu
2997A,32.3292,119.8767,wángyíng,王营,Wang Ying,tàizhōu,泰州,Taizhou,Mainland China,Jiangsu
3000A,34.6972,119.3581,déyuányàoyè(zhíguǎnzhàn),德源药业(直管站),Deyuan Pharmaceutical (straight tube station),liányúngǎng,连云港,Lianyungang,Mainland China,Jiangsu
3002A,31.8108,119.9736,xíngzhèngzhōngxīn,行政中心,Administrative Center,chángzhōu,常州,Changzhou,Mainland China,Jiangsu
3004A,33.3681,120.1631,bǎolóngguǎngcháng,宝龙广场,Baolong Square,yánchéng,盐城,Yancheng,Mainland China,Jiangsu
3005A,34.29,117.1814,gǔlóuqūzhèngfǔ,鼓楼区政府,Gulou District Government,xúzhōu,徐州,Xuzhou,Mainland China,Jiangsu
3006A,34.1781,117.1694,tóngshānqūzhāoshēngbàn,铜山区招生办,Tongshan District Admissions Office,xúzhōu,徐州,Xuzhou,Mainland China,Jiangsu
3008A,34.7519,119.3608,húgōuguǎnlǐchù,胡沟管理处,Hugou Management Office,liányúngǎng,连云港,Lianyungang,Mainland China,Jiangsu
3009A,34.5911,119.1478,kuàngshānshèjìyuàn,矿山设计院,Mine design institute,liányúngǎng,连云港,Lianyungang,Mainland China,Jiangsu
3010A,31.7897,119.8914,zhōnglóu,钟楼,Clock Tower,chángzhōu,常州,Changzhou,Mainland China,Jiangsu
3012A,31.033890000000003,112.1908,xīshānlínyǔ(qǐyòng161103),西山林语(启用161103),Xishan Linyu (Enable 161103),jīngmén,荆门,Jingmen,Mainland China,Hubei
3014A,29.53675,106.4959,xiētáizǐ,歇台子,Breaking table,zhòngqìng,重庆,Chongqing,Mainland China,Chongqing
3015A,29.57278,106.4042,lóngjǐngwān,龙井湾,Longjing Bay,zhòngqìng,重庆,Chongqing,Mainland China,Chongqing
3016A,29.41569,106.5506,lóngzhōuwān,龙洲湾,Longzhou Bay,zhòngqìng,重庆,Chongqing,Mainland China,Chongqing
3018A,36.10139,111.505,tángyáodàjǐudiàn,唐尧大酒店,Tang Yi Hotel,línfén,临汾,Linfen,Mainland China,Shanxi
3020A,39.16969,117.2099,zhōngshānběilù,中山北路,Zhongshan North Road,tiānjīn,天津,Tianjin,Mainland China,Tianjin
3021A,35.76806,115.0061,púshǔihéguǎnlǐchù,濮水河管理处,Lishui River Management Office,púyáng,濮阳,Fuyang,Mainland China,Henan
3022A,34.6686,112.4433,kǎixuánlùxiǎoxué,凯旋路小学,Kaixuan Road Primary School,luòyáng,洛阳,IDS_PZSD508,Mainland China,Henan
3025A,23.63444,113.0472,jìshīxuéyuàn,技师学院,Technician college,qīngyuǎn,清远,Qingyuan,Mainland China,Guangdong
3026A,23.65889,116.6183,shìzhèngfǔ,市政府,Local government,cháozhōu,潮州,chicken,Mainland China,Guangdong
3003A,31.7694,120.0469,jīngkāiqū,经开区,Economic Development Zone,chángzhōu,常州,Changzhou,Mainland China,Jiangsu
3027A,29.33972,104.7228,qīnggānglínlù,青杠林路,Qinglu Lin Road,zìgòng,自贡,Zigong,Mainland China,Sichuan
3033A,43.4569,87.4651,péixùnjīdì,培训基地,Training Base,wūlǔmùqí,乌鲁木齐,Urumqi,Mainland China,Xinjiang Uygur
3028A,29.36028,104.7778,tánmùlíntǐyùguǎn,檀木林体育馆,Sandalwood Stadium,zìgòng,自贡,Zigong,Mainland China,Sichuan
3034A,41.0385,113.1076,guāngmíngjiēxiǎoxué,光明街小学,Guangming Street Primary School,wūlánchábù,乌兰察布,Ulanchabu,Mainland China,Nei Mongol
3035A,46.0707,122.0931,běibīnhé,北滨河,North Binhe,xīngānméng,兴安盟,Hinggan League,Mainland China,Nei Mongol
3036A,37.43445,118.696,kāifāqūguǎnwěihùi,开发区管委会,Development Zone Management Committee,dōngyíng,东营,Dongying,Mainland China,Shandong
3038A,23.3682,103.3758,zhōutúshūguǎn,州图书馆,State library,hónghézhōu,红河州,Honghe Prefecture,Mainland China,Yunnan
3039A,34.7822,111.19,dìyīxiǎoxué,第一小学,Primary School,sānménxiá,三门峡,Sanmenxia,Mainland China,Henan
3046A,28.6064,115.9083,jīdiànxuéxiào,机电学校,Electrical and mechanical school,nánchāng,南昌,Nanchang,Mainland China,Jiangxi
3048A,26.0931,119.58,jǐulóng,九龙,Kowloon,fúzhōu,福州,Fuzhou,Mainland China,Fujian
3054A,35.28385,113.5922,shìwěidǎngxiào,市委党校,Party School of Municipal Committee,xīnxiāng,新乡,Xinxiang,Mainland China,Henan
3057A,37.4014,121.5992,móupíngjiǎncháyuàn,牟平检察院,Fuping Procuratorate,yāntái,烟台,Yantai,Mainland China,Shandong
3058A,42.0352,119.2654,yínhéjiē,银河街,Galaxy Street,chìfēng,赤峰,Chifeng,Mainland China,Nei Mongol
3059A,36.2092,117.7181,tàixīnggōngsī,泰兴公司,Taixing Company,láiwú,莱芜,Laiwu,Mainland China,Shandong
3061A,49.1577,119.7512,guóhuádiànlìdōng,国华电力东,Guohua Power East,hūlúnbèiěr,呼伦贝尔,Hulunbuir,Mainland China,Nei Mongol
3064A,36.2211,117.6983,láiwúzhànyìjìniànguǎn,莱芜战役纪念馆,Laiwu Battle Memorial Hall,láiwú,莱芜,Laiwu,Mainland China,Shandong
3066A,37.4372,116.2714,jǐuqúquánchúnjìngshǔichǎng,九衢泉纯净水厂,Jiuyi Spring Pure Water Factory,dézhōu,德州,Texas,Mainland China,Shandong
3065A,29.9972,101.9533,zhōuhuánbǎojú,州环保局,State Environmental Protection Agency,gānzīcángzúzìzhìzhōu,甘孜藏族自治州,Ganzi Tibetan Autonomous Prefecture,Mainland China,Sichuan
3051A,39.1495,117.3916,xīsìdào,西四道,West Fourth Road,tiānjīn,天津,Tianjin,Mainland China,Tianjin
3055A,36.6428,101.7775,chéngběiqūzhèngfǔ,城北区政府,Chengbei District Government,xīníng,西宁,Xining,Mainland China,Qinghai
3045A,33.8471,109.9643,shāngzhōuqūzhōngxué,商州区中学,Shangzhou District Middle School,shāngluò,商洛,Shangluo,Mainland China,Shaanxi
3128A,31.4797,92.0506,nàqūhùiyìzhōngxīn,那曲会议中心,Nagqu Conference Center,nàqūdìqū,那曲地区,Nagqu Prefecture,Mainland China,Xizang
3129A,36.5067,102.0306,píngāngāotiěxīnqū,平安高铁新区,Ping An High-speed Railway New District,hǎidōngdìqū,海东地区,Haidong Prefecture,Mainland China,Qinghai
3133A,29.565,106.5469,shàngqīngsì,上清寺,Shangqing Temple,zhòngqìng,重庆,Chongqing,Mainland China,Chongqing
3134A,34.0339,113.8172,shìyīzhōng,市一中,City one,xǔchāng,许昌,Xu Chang,Mainland China,Henan
3122A,26.2611,105.9606,wǔjiāguān(dùizhàodiǎn),伍家关(对照点),Wu Jiaguan (control point),ānshùn,安顺,Anshun,Mainland China,Guizhou
3123A,26.2431,105.9408,fènghuángshān,凤凰山,Phoenix Mountains,ānshùn,安顺,Anshun,Mainland China,Guizhou
3124A,26.2564,105.9439,jīnzhōngshān,金钟山,Jinzhongshan,ānshùn,安顺,Anshun,Mainland China,Guizhou
3125A,26.2481,105.8983,lóujiāpō,娄家坡,Yan Jiapo,ānshùn,安顺,Anshun,Mainland China,Guizhou
3131A,40.7903,114.8792,yānchǎng,烟厂,Tobacco factory,zhāngjiākǒu,张家口,Zhangjiakou,Mainland China,Hebei
3132A,37.0308,119.5967,wénmínglǐ(qǐyòng171012),文明里(启用171012),Civilization (enabled 171012),qínhuángdǎo,秦皇岛,Qinhuangdao,Mainland China,Shandong
3136A,30.5589,104.2725,lóngquányìqūqūzhèngfǔ,龙泉驿区区政府,Longquanyi District Government,chéngdū,成都,Chengdu,Mainland China,Sichuan
3138A,29.0289,111.7153,wǔlíngqūyǒngān(qǐyòng171130),武陵区永安(启用171130),"Yongan, Wuling District (Enable 171130)",chángdé,常德,Changde,Mainland China,Hunan
3139A,28.9881,111.6892,dǐngchéngqūyùxiá(qǐyòng171130),鼎城区玉霞(启用171130),Dingcheng Yuxia (enabled 171130),chángdé,常德,Changde,Mainland China,Hunan
3140A,29.0531,111.6625,wǔlíngqūchánggēng,武陵区长庚,"Chang Gung, Wuling District",chángdé,常德,Changde,Mainland China,Hunan
3141A,36.0878,114.3922,xìnfǎngjú,信访局,Letter and visit bureau,ānyáng,安阳,Anyang,Mainland China,Henan
3137A,30.0744,103.8578,shìwěidǎngxiào,市委党校,Party School of Municipal Committee,méishān,眉山,Meishan,Mainland China,Sichuan
3147A,34.8097,114.3442,lóngtínggōngyuán,龙亭公园,Longting Park,kāifēng,开封,Kaifeng,Mainland China,Henan
3148A,30.0561,103.8286,qūrénshèjú,区人社局,District People&#39;s Bureau,méishān,眉山,Meishan,Mainland China,Sichuan
3149A,30.1594,115.0158,bǐjiàshānběilù,笔架山北路,Beacon Hill North Road,huángshí,黄石,Huangshi,Mainland China,Hubei
3153A,30.4908,114.3877,mínzúdàdào182hào,民族大道182号,182 Minzu Avenue,wǔhàn,武汉,Wuhan,Mainland China,Hubei
3164A,32.3942,119.4686,guǎnglíngjiànshèjú,广陵建设局,Guangling Construction Bureau,yángzhōu,扬州,Yangzhou,Mainland China,Jiangsu
3165A,34.2969,108.6594,liǎngsìdù,两寺渡,Two temples,xiányáng,咸阳,Xianyang,Mainland China,Shaanxi
3169A,35.2067,113.2725,tàijítǐyùzhōngxīn,太极体育中心,Tai Chi Sports Center,jiāozuò,焦作,Jiaozuo,Mainland China,Henan
3170A,38.5253,102.1864,shìwěidǎngxiào(qǐyòng180727),市委党校(启用180727),Municipal Party School (enabled 180727),jīnchāng,金昌,Jinchang,Mainland China,Gansu
3173A,30.5342,117.0594,shìréndà,市人大,City people&#39;s congress,ānqìng,安庆,Anqing,Mainland China,Anhui
3178A,36.7225,119.0586,wéifāngqīzhōng,潍坊七中,Weifang Seventh Middle School,wéifāng,潍坊,Weifang,Mainland China,Shandong
3179A,25.0119,102.749,guāndùqūbówùguǎn（180930qǐyòng）,官渡区博物馆（180930启用）,Guandu District Museum (enabled in 180930),kūnmíng,昆明,Kunming,Mainland China,Yunnan
3180A,27.8094,99.7136,zhíliàngjìzhújiāndūjú（20180930qǐyòng）,质量技术监督局（20180930启用）,Quality and Technical Supervision Bureau (enabled by 20180930),díqìngzhōu,迪庆州,Diqing,Mainland China,Yunnan
3182A,31.8542,106.7658,lìyánghuāyuán,丽阳花园,Liyang Garden,bāzhōng,巴中,Bazhong,Mainland China,Sichuan
3183A,31.8653,106.7417,shèngquánshǔiwùgōngsī,圣泉水务公司,Shengquan Water Company,bāzhōng,巴中,Bazhong,Mainland China,Sichuan
3185A,37.8964,112.5628,jùlún,巨轮,Giant wheel,tàiyuán,太原,Taiyuan,Mainland China,Shanxi
3201A,37.9325,102.6486,dōngguānzhāoshāngcháng,东关招商场,Dongguanzhao Shopping Mall (opened 190211),wǔwēi,武威,Wu Wei,Mainland China,Gansu
3206A,27.807,114.9149,xīngāngqìnyuáncūn,新钢沁园村,Xingang Qinyuan Village (opening 20190301),xīnyú,新余,Xinyu,Mainland China,Jiangxi
3208A,38.4153,112.7283,shìzhèngfǔ,市政府,City government (opened 20190313),xīnzhōu,忻州,Xinzhou,Mainland China,Shanxi
3210A,34.7964,114.3644,biànjīnggōngyuán,汴京公园,Jingjing Park (opened 20190322),kāifēng,开封,Kaifeng,Mainland China,Henan
3237A,30.6619,117.4916,zhǎnlǎnguǎn,展览馆,Exhibition Hall (Opened 190815),chízhōu,池州,Chizhou,Mainland China,Anhui
3239A,42.9079,125.0829,yínyīngzhìyào,银鹰制药,Yinying Pharmaceutical (enabled in 20190903),liáoyuán,辽源,Liaoyuan,Mainland China,Jilin
2437A,30.3714,114.8989,zhàojiābà,赵家坝,Zhao Jiaba,èzhōu,鄂州,Ezhou,Mainland China,Hubei
